	country	designation		points	price	province	variety		winery	
367	Germany	Dry	90	25	Württemberg	Lemberger	Schnaitmann	
368	France	Vieilles Vignes	90	27	Alsace	Sylvaner	Domaine Ostertag	
369	France	Vieilles Vignes	90	22	Alsace	Chasselas	Domaine Schoffit	
370	France	Zind	90	30	Alsace	Alsace white blend	Domaine Zind-Humbrecht	
371	US		90	15	Oregon	Pinot Gris	Firesteed	
372	US	Sisters Estate	90	45	Oregon	Pinot Noir	The Eyrie Vineyards	
373	France	Domaine du Pavillon Clos des Ursulines	90	80	Burgundy	Pinot Noir	Albert Bichot	
374	Italy	Adenzia	90		Sicily & Sardinia	White Blend	Baglio del Cristo di Campobello	
375	Italy	SP68 Bianco	90		Sicily & Sardinia	White Blend	Occhipinti	
376	US		90	18	Oregon	Albariño	J. Scott Cellars	
377	Italy		90	19	Southern Italy	Greco	Villa Raiano	
378	Germany	Bernkasteler Badstube Kabinett	90	31	Mosel	Riesling	Dr. H. Thanisch (Erben Thanisch)	
379	US		90	15	California	Cabernet Sauvignon	Hahn	
380	US		90	15	California	Cabernet Sauvignon	Lyeth	
381	US	Classic Collection	90	24	California	Merlot	Napa Cellars	
382	US	Rector Creek Vineyard	90	80	California	Red Blend	Paraduxx	
383	Spain	Reserva	90	35	Northern Spain	Tempranillo	Quintana de Cue	
384	Germany	Trocken	90	40	Ahr	Früburgunder	Winzergenossenschaft Mayschoss-Altenahr	
385	Spain	Orquestal	90	28	Central Spain	Tempranillo	Casa del Valle	
386	US		90	50	California	Cabernet Sauvignon	Freemark Abbey	
387	US	Olson Vineyard	90	28	California	Cabernet Sauvignon	Joleté	
388	US	The Truant	90	36	California	Rhône-style Red Blend	Prospect 772	
389	US		90	40	California	Cabernet Sauvignon	Boatique	
390	US	Proprietor's Reserve	90	50	California	Chardonnay	Hearst Ranch	
391	US	Cabovation Destiny Vineyards Mt. Christo Block Reserve	90	75	California	Cabernet Sauvignon	Hunt Cellars	
392	Italy		90	60	Tuscany	Sangiovese	La Fiorita	
393	US	Seven Hills Vineyard	90	46	Washington	Malbec	Merry Cellars	
394	Canada	Compendium	90	70	British Columbia	Bordeaux-style Red Blend	Mission Hill	
395	Spain	Albariño de Fefiñanes	90	26	Galicia	Albariño	Palacio de Fefiñanes	
396	France	Terre de Maimbray	90		Loire Valley	Pinot Noir	Pascal & Nicolas Reverdy	
397	Italy	Villa al Cortile Riserva	90	60	Tuscany	Sangiovese	Piccini	
398	Italy	Riserva	90	75	Tuscany	Sangiovese	Pietranera	
399	Moldova	Alb de Purcari	90	32	Moldova	White Blend	Purcari	
400	Italy	Riserva	90	95	Tuscany	Sangiovese	Renieri	
401	Italy		90	60	Tuscany	Sangiovese	Podere Scopetone	
402	Italy		90	70	Tuscany	Sangiovese	Sesta di Sopra	
403	US	Trois Fleurs	90	20	California	White Blend	Carlson	
404	France	Cuvée Setier	90	27	Rhône Valley	Rhône-style Red Blend	Château Pégau	
405	France	Cuvée de Nalys	90	20	Rhône Valley	Rhône-style Red Blend	Kirkland Signature	
406	US	Kate's + B's	90	75	California	Cabernet Sauvignon	Medlock Ames	
407	US	New Generation	90	28	California	Sauvignon Blanc	Passaggio	
408	US		90	60	California	Chardonnay	Patland	
409	US	Signpost	90	22	California	Chardonnay	Trig Point	
410	Spain	Mirlo Blanco	90	49	Spain Other	White Blend	Valquejigoso	
411	Hungary	Steiner	90	35	Sopron	Kekfrankos	Weninger	
412	Italy		90	90	Tuscany	Sangiovese	Tenuta di Sesta	
413	US		90	30	California	Chardonnay	Terlato	
414	US		90	35	California	Cabernet Sauvignon	The Calling	
415	US	Elevation Annadel Gap Vineyard Estate	90	38	California	Rhône-style Red Blend	Westwood	
416	US		90	22	California	Tempranillo	Fenestra	
417	Italy	Berardo Riserva	90	30	Tuscany	Sangiovese	Castello di Bossi	
418	Italy		90	32	Tuscany	Red Blend	Cecchi	
419	Italy	Riserva	90	35	Tuscany	Sangiovese	Cafaggio	
420	US		87	36	Washington	Cabernet Sauvignon	Dussek Family Cellars	
421	US	Rapscallion	87	30	California	Zinfandel	League of Rogues	
422	US		87	20	New York	Cabernet Franc	Serenity	
423	US	Weinbau	87	32	Washington	Grenache	Sol Stone	
424	Spain	Yá Cuvée 23 Brut Rosé	87	18	Catalonia	Sparkling Blend	Sumarroca	
425	Spain	Crianza	87	27	Northern Spain	Tempranillo	Trus	
426	US		87	20	Washington	Sauvignon Blanc	Va Piano	
427	France	Cuvée Lucie	87		Bordeaux	Bordeaux-style Red Blend	Les Hauts de Tousquiron	
428	US	Chandler Vineyard	87	30	California	Chardonnay	McGrail	
429	US	Freakshow	87	20	California	Cabernet Sauvignon	Michael David	
430	US	Reserve	87	23	Idaho	Cabernet Sauvignon	3 Horse Ranch Vineyards	
431	US	Southern	87	22	Washington	Rhône-style White Blend	Cairdeas	
432	Italy	Vigna Poggio Ronconi	87	75	Tuscany	Sangiovese	Citille di Sopra	
433	Italy	Filo di Seta	87	98	Tuscany	Sangiovese	Castello Romitorio	
434	France		87		Bordeaux	Bordeaux-style White Blend	Château de Portets	
435	US		87	20	California	Cabernet Sauvignon	Villa San Juliette	
436	US	Unoaked	87	22	Idaho	Chardonnay	Hat Ranch	
437	US	Chicken Dinner	87	16	Idaho	White Blend	Huston	
438	Italy	Pagliatura	87	28	Tuscany	Vermentino	Fattoria di Magliano	
439	Spain	Buleria Fino	87	25	Andalucia	Sherry	Bodegas Dios Baco S.L.	
440	Italy	Scirè	87	17	Tuscany	Red Blend	Ceralti	
441	US	Dry	87	17	Idaho	Riesling	Coiled	
442	Spain	Crianza	87	15	Northern Spain	Tempranillo	Condado de Oriza	
443	Spain	Premium	87	16	Andalucia	Sherry	Delgado Zuleta	
444	Spain	Roble 4 Meses en Barrica	87	15	Northern Spain	Tempranillo Blend	Señorío de Sotillo	
445	US	U50	87	38	Idaho	Tempranillo	Vale	
446	Spain	Brunus	87	28	Catalonia	Red Blend	Portal del Montsant	
447	Italy	Riserva	87	52	Tuscany	Sangiovese	La Collina dei Lecci	
448	Italy	Vigna Manapetra Riserva	87	58	Tuscany	Sangiovese	Fattoria La Lecciaia	
449	Italy		87	60	Tuscany	Sangiovese	Ferrero	
450	Portugal	Superior	86	15	Douro	Rosé	Colinas do Douro	
451	Italy	Senza Solfiti Aggiunti	86	15	Veneto	White Blend	Latium di Morini	
452	US	Cannon Block	86	26	California	Chardonnay	Lawer	
453	US		86	32	California	Syrah	Hawk Watch Winery	
454	Portugal	Conde Vimioso Colheita Seleccionada	86	10	Tejo	Portuguese Red	Falua	
455	Argentina	Alma Mora	86	10	Other	Sauvignon Blanc	Finca Las Moras	
456	US		86	18	California	Moscato	The Naked Grape	
457	Portugal	Duas Quintas Branco	86	12	Douro	Portuguese White	Ramos-Pinto	
458	US	Estate Grown Cabernet	86	35	Washington	Rosé	Obelisco Estate	
459	US		86	34	California	Aglianico	Orsi Family Vineyards	
460	Argentina		86	23	Mendoza Province	Malbec	Bota Box	
461	South Africa		86	20	Walker Bay	Sauvignon Blanc	Bouchard Finlayson	
462	US	Porter and Plot	86	31	California	Cabernet Sauvignon	Winc	
463	US		86	24	California	Viognier	Cass	
464	US		86	12	Washington	Merlot	Castle Rock	
465	US	Reserve	86	18	California	Pinot Noir	Angeline	
466	France		86	10	Southwest France	White Blend	Domaine de Lamothe	
467	Argentina		86	15	Mendoza Province	Malbec	Don Miguel Gascón	
468	US	Estate Vineyard	86	24	California	Chardonnay	Eberle	
469	Argentina		86	14	Mendoza Province	Torrontés	Finca la Malena	
470	US		86	14	California	Sauvignon Blanc	Firestone	
471	Portugal	Portal da Vinha	86	15	Alentejano	Portuguese Red	Companhia das Quintas	
472	US	Osborn Ranch	86	38	California	Primitivo	DeLorimier	
473	Portugal	Cabriz	86	13	Dão	Touriga Nacional	Global Wines	
474	US		86	12	California	Pinot Noir	Guenoc	
475	US	The Deep Six	86	32	California	Red Blend	Hawk Watch Winery	
476	France		86	15	Southwest France	Semillon-Sauvignon Blanc	Lionel Osmin & Cie	
477	US		86	28	California	Barbera	Orsi Family Vineyards	
478	Portugal	Oculto	86		Tejo	Portuguese Red	Quinta do Arrobe	
479	Portugal		86	30	Douro	Portuguese Rosé	Quinta Nova de Nossa Senhora do Carmo	
480	US	Charles Vineyard Clone O5	89	49	California	Pinot Noir	Foursight	
481	Greece		89	17	Nemea	Agiorgitiko	Boutari	
482	France	Bastide de Beauvert	89	11	Rhône Valley	Grenache-Syrah	Les Vignobles Foncalieu	
483	Italy	Montesodi	89	43	Tuscany	Sangiovese	Marchesi de' Frescobaldi	
484	France	Les Gravels	89	19	Southwest France	Red Blend	Domaine Rotier	
485	France	Les Gravels	89	28	Southwest France	White Blend	Domaine Rotier	
486	Germany	Wehlener Sonnenuhr Kabinett	89	26	Mosel	Riesling	Dr. Pauly Bergweiler	
487	Italy	Cuvée du Prince Metodo Classico	89		Italy Other	Prié Blanc	Cave du Vin Blanc de Morgex et de la Salle	
488	US		89	35	Oregon	Chardonnay	Aubichon Cellars	
489	US	Cheval Rouge Reserve	89	30	California	Bordeaux-style Red Blend	Boëté	
490	Italy	Coniale	89	55	Tuscany	Cabernet Sauvignon	Castellare di Castellina	
491	France	La Guillotte	89		Southwest France	Negrette	Château Bouissel	
492	US	Nicholas Estate Reserve	89	46	Oregon	Pinot Noir	Anam Cara	
493	US		89	50	Oregon	Pinot Noir	Carden	
494	US	Fourplay	89	43	California	Red Blend	Carhartt Vineyard	
495	Portugal		89	45	Duriense	Syrah	Quinta da Romaneira	
496	US	Thompson Vineyard	89	39	California	Syrah	Rideau	
497	Italy	Daniello	89	30	Tuscany	Red Blend	Tenuta di Trecciano	
498	Italy	Il Tarabuso	89	45	Tuscany	Cabernet Sauvignon	Terre del Marchesato	
499	Spain		89	23	Catalonia	Red Blend	Vega Escal	
500	France	Belleruche	89	15	Rhône Valley	Grenache-Syrah	M. Chapoutier	
501	US	Paderewski Vineyard	89	65	California	Zinfandel	Epoch Estate Wines	
502	Chile	Fina Reserva Ensamblaje Cabernet Sauvignon-Malbec-Syrah	89	19	Colchagua Valley	Red Blend	Estampa	
503	US		89	35	Oregon	Syrah	Ledger David	
504	US	Martinelli	89	60	California	Zinfandel	Lone Madrone	
505	US	Momtazi Vineyard	89	44	Oregon	Pinot Noir	Kelley Fox	
506	Spain	Val do Salnés	89	25	Galicia	Albariño	Mar de Frades	
507	Italy	Carmione	89	30	Tuscany	Red Blend	Pratesi	
508	Spain		89	12	Northern Spain	Tempranillo	Maitea	
509	Spain	Brut	89	18	Catalonia	Sparkling Blend	Castellroig	
510	US	Dutton Ranch Mill Station Vineyard	92	30	California	Chardonnay	Martin Ray	
511	France	Brandluft Vieilles Vignes	92		Alsace	Riesling	Boeckel	
512	Portugal	Vinhas Velhas Grande Reserva	92	23	Douro	Portuguese Red	Castello d'Alba	
513	US	Black Chicken	92	45	California	Zinfandel	Robert Biale	
514	US	Cambium	92	125	California	Bordeaux-style Red Blend	Sequoia Grove	
515	US		92	98	California	Cabernet Sauvignon	VinRoc	
516	US	Fergalicious	92	40	California	Red Blend	Ferguson Crest	
517	Canada	Cave Spring Vineyard Estate Bottled VQA	92	17	Ontario	Riesling	Cave Spring	
518	US	Loner W11-B	92	60	California	Chardonnay	Sanguis	
519	Portugal		92	70	Douro	Portuguese Red	Quinta da Romaneira	
520	US	Hyde Vineyard	92	68	California	Chardonnay	Ram's Gate	
521	Portugal	Vinha Pan	92	40	Beiras	Baga	Luis Pato	
522	US	Conner Lee	92	32	Washington	Chardonnay	Array	
523	US	White Hawk Vineyard	92	45	California	Syrah	Vie Winery	
524	US	Celilo Vineyard	92	66	Washington	Chardonnay	Woodward Canyon	
525	France	Bruderbach Clos des Frères	92	29	Alsace	Riesling	Domaine Loew	
526	France	Jubiléé	92	63	Alsace	Riesling	Hugel	
527	US	Melville Vineyard	92	32	California	Chardonnay	Lafond	
528	US	Quail Hill Vineyard	92	55	California	Chardonnay	Lynmar	
529	Hungary		92	16	Tokaji	Furmint	Royal Tokaji	
530	Italy	Canova	92	45	Piedmont	Nebbiolo	Ressia	
531	US	Kristen's Cuvee	92	20	California	Viognier	Rock Wall	
532	Italy	Sottocastello di Novello Riserva	92	50	Piedmont	Nebbiolo	Piazzo Armando	
533	France		92	18	Bordeaux	Bordeaux-style Red Blend	Château Marsau	
534	Portugal	Vale de Mata	92	23	Lisboa	Portuguese Red	Herdade do Rocim	
535	France	Mandelberg Grand Cru	92		Alsace	Riesling	Jean Becker	
536	US	Nielson Vineyard	92	32	California	Chardonnay	Byron	
537	Chile	Edición Limitada B	92	30	Colchagua Valley	Bordeaux-style Red Blend	Caliterra	
538	US	Collaboration Series	92	35	Washington	Viognier	Force Majeure	
539	US	Fort Ross Vineyard	92	44	California	Chardonnay	Fort Ross	
540	US	Monarch Mine Vineyards	90	24	California	Cabernet Franc	Easton	
541	US		90	20	California	Zinfandel	Easton	
542	Germany	Feinherb	90	22	Mosel	Riesling	Kirsten	
543	France	Les Marconnets Premier Cru	90	50	Burgundy	Pinot Noir	Labouré-Roi	
544	France		90	45	Burgundy	Pinot Noir	Labouré-Roi	
545	US	Estate Vineyards	90	23	California	Pinot Noir	MacMurray Ranch	
546	US	Sundawg Ridge Vineyard	90	49	California	Pinot Noir	MacPhail	
547	Germany	Richter Estate	90	17	Mosel	Riesling	Max Ferd. Richter	
548	US		90	35	California	Carignane	McCay Cellars	
549	Italy	Laluci	90		Sicily & Sardinia	White Blend	Baglio del Cristo di Campobello	
550	France	Bastion Premier Cru	90	59	Burgundy	Chardonnay	Chanson Père et Fils	
551	France	Rosenberg	90	24	Alsace	Sylvaner	Domaine Barmès-Buecher	
552	France	Clos de Jeu	90		Burgundy	Pinot Noir	Domaine Collotte	
553	France	L'Aplomb	90	20	Alsace	White Blend	Domaine Rieflé-Landmann	
554	France	Réserve	90	20	Alsace	Pinot Blanc	Domaine Weinbach	
555	US		90	18	Oregon	Pinot Gris	Elizabeth Chambers	
556	Italy	Siccagno	90		Sicily & Sardinia	Nero d'Avola	Occhipinti	
557	US	Montecillo Vineyard	90	42	California	Zinfandel	Ordaz Family Wines	
558	Italy	Bianco Dry	90	22	Sicily & Sardinia	Moscato	Planeta	
559	Greece		90	20	Santorini	Assyrtiko	Santo Wines	
560	US	Guadalupe Vineyard	90	48	Oregon	Pinot Noir	Soléna	
561	US		90	30	California	Chardonnay	Stags' Leap Winery	
562	Italy	Belsito	90		Sicily & Sardinia	Frappato	Terre di Giurfo	
563	US		90	40	California	Cabernet Sauvignon	Boatique	
564	Spain	Fincas de la Villa Reserva	90	20	Northern Spain	Tempranillo	Bodegas Muriel	
565	Spain	Crianza	90	17	Northern Spain	Tempranillo Blend	Burgo Viejo	
566	US	Made with Organically Grown Grapes	90	22	California	Merlot	Chacewater	
567	Germany	Bernkasteler Badstube Kabinett	90	31	Mosel	Riesling	Dr. H. Thanisch (Erben Thanisch)	
568	US		90	15	California	Cabernet Sauvignon	Hahn	
569	US		90	15	California	Cabernet Sauvignon	Lyeth	
570	US	Sunny View	94	62	California	Pinot Noir	The Calling	
571	US	Wichmann Dundee Estate	94	49	Oregon	Pinot Noir	Trisaetum	
572	France	Château Bouscassé	94	25	Southwest France	Red Blend	Vignobles Brumont	
573	US	Reserve	94	95	California	Cabernet Sauvignon	Frank Family	
574	US	Haynes Old Block	94	55	California	Chardonnay	Ancien	
575	US		94	48	California	Chardonnay	Barden	
576	Italy		94	35	Northeastern Italy	Friulano	Borgo del Tiglio	
577	France	Dou Barringuet	94	40	Southwest France	Tannat-Cabernet	Château de Gayon	
578	US	Cuvée Sandre	94	68	California	Pinot Noir	Demetria	
579	US	Two Barns Vineyard	94	90	Oregon	Pinot Noir	Domaine Serene	
580	France	Seigneur de Grézette	93	25	Southwest France	Malbec-Merlot	Château Lagrézette	
581	US	Rogers Creek	93	60	California	Pinot Noir	Cherry Pie	
582	Austria		93	21	Thermenregion	St. Laurent	Johanneshof Reinisch	
583	US		93	125	Washington	Bordeaux-style Red Blend	21 Grams	
584	US	Oliver's Vineyard	93	85	California	Cabernet Sauvignon	Aperture	
585	US	Ocean's Ghost Babcock Vineyard	93	60	California	Pinot Noir	Babcock	
586	Spain	Reserva Edición Especial Sergio Hernández	93	64	Northern Spain	Tempranillo	Lleiroso	
587	Austria		93	19	Burgenland	Blauburgunder	Meinklang	
588	Austria		93	25	Carnuntum	Blaufränkisch	Muhr-Van der Niepoort	
589	US	Bien Nacido Vineyard	93	55	California	Syrah	Nicora	
590	US		93	58	California	Chardonnay	Parallel	
591	US	Medici Vineyard	93	48	Oregon	Pinot Noir	Patricia Green Cellars	
592	US	Story Vineyard	93	40	California	Zinfandel	Renwood	
593	US	Santa Catalina Island Vineyards	93	60	California	Chardonnay	Rusack	
594	US	Hughes	93	120	California	Cabernet Sauvignon	Sbragia	
595	Austria	The Butcher	93		Burgenland	Pinot Noir	Schwarz Wein	
596	US	A Ken Forrester Wine Farrow Ranch	93	100	California	Cabernet Sauvignon	The Bridge	
597	US	Scottsdale Vineyard	93	34	California	Zinfandel	Harney Lane	
598	Spain	Reserva	93	91	Northern Spain	Red Blend	Pago de Carraovejas	
599	France		93	36	Provence	Provence red blend	Domaine de la Bégude	
600	US	Hendry Vineyard	91	40	California	Zinfandel	Rock Wall	
601	US		91	20	Oregon	Chardonnay	Thistle	
602	US		91	55	California	Cabernet Sauvignon	Vitesse	
603	Portugal	Lua Cheia em Vinhas Velhas Reserva	91	19	Douro	Portuguese White	Wines & Winemakers	
604	Italy	Punggl	91	26	Northeastern Italy	Pinot Grigio	Nals Margreid	
605	US	Bald Mountain Vineyard	91	45	California	Pinot Noir	Beauregard	
606	Germany	Hochheimer Domdechaney Trocken	91	36	Rheingau	Riesling	Domdechant Werner	
607	Germany	Ayler Kupp Kabinett	91	23	Mosel	Riesling	Bischöfliche Weingüter Trier	
608	Germany	Medium Dry Kabinett	91	25	Rheingau	Riesling	Schloss Vollrads	
609	Germany	Löhrer Berg Spätlese	91	21	Nahe	Scheurebe	Bürgermeister Willi Schweinhardt	
610	Germany	Ürziger Würzgarten Spätlese	91	28	Mosel	Riesling	C.H. Berres	
611	Italy	Manna	91	41	Northeastern Italy	White Blend	Franz Haas	
612	US	Oregon Hawks View Vineyard	91	26	Oregon	Pinot Gris	Hawks View	
613	Portugal	Olho de Mocho Reserva	91		Alentejano	Portuguese Red	Herdade do Rocim	
614	US	Estate Grown	91	28	California	Chardonnay	J Vineyards & Winery	
615	France		91		Burgundy	Pinot Noir	L. Tramier & Fils	
616	US	Lorenzo Vineyard	91	38	California	Chardonnay	La Follette	
617	US	Jillian's Blend	91	44	California	Red Blend	Laird	
618	US	Rodgers Creek Vineyard	91	45	California	Pinot Noir	Les Voleurs	
619	Germany	Bernkasteler Badstube Spätlese	91	25	Mosel	Riesling	Dr. Heidemanns-Bergweiler	
620	Germany	Graacher Himmelreich Auslese	91	38	Mosel	Riesling	Dr. Heidemanns-Bergweiler	
621	Germany	Bernkasteler Lay Kabinett	91	22	Mosel	Riesling	Dr. Loosen	
622	Germany	Bernkasteler alte Badstube am Doctorberg Kabinett	91	26	Mosel	Riesling	Dr. Pauly Bergweiler	
623	Germany	Scharzhofberger Kabinett	91	23	Mosel	Riesling	Bischöfliche Weingüter Trier	
624	Germany	Trittenheimer Apotheke Auslese	91	23	Mosel	Riesling	Bollig-Lehnert	
625	US	Griva Vineyard Late Harvest	91	50	California	Sauvignon Blanc	Bernardus	
626	Italy	Lahn	91	21	Northeastern Italy	Sauvignon	Cantina Produttori San Michele Appiano	
627	France		91	25	Bordeaux	Bordeaux-style Red Blend	Château Devise d'Ardilley	
628	Portugal	Cabriz Reserva	91	16	Dão	Portuguese Red	Dão Sul	
629	France	Les Monts de Boncourt	91	60	Burgundy	Chardonnay	Domaine de Bellene	
630	US		90	38	California	Cabernet Sauvignon	Louis M. Martini	
631	Australia	The Dagger	90	20	South Australia	Pinot Noir	Riposte	
632	Italy	Cannubi Boschis	90	75	Piedmont	Nebbiolo	Virna Borgogno	
633	Portugal	Casa Velha Colheita Seleccionada	90	33	Douro	Portuguese Red	Adega de Favaios	
634	Italy	del Comune di Serralunga d'Alba	90	75	Piedmont	Nebbiolo	Alessandro Rivetto	
635	US	Soul Shaker Cass Vineyard	90	64	California	Bordeaux-style Red Blend	Ascension Cellars	
636	US	Estate Grown	90	18	California	Gewürztraminer	Balletto	
637	Italy	Sottocastello di Novello	90	75	Piedmont	Nebbiolo	Ca' Viola	
638	Italy		90	30	Piedmont	Nebbiolo	Cantina del Nebbiolo	
639	Italy	Bricco Rocca	90	42	Piedmont	Nebbiolo	Cascina Ballarin	
640	Italy	Sil Nizza	90	18	Piedmont	Barbera	Cascina Liuzzi	
641	Spain	Sin Palabras Castrovaldés	90	20	Galicia	Albariño	Castro Brey	
642	US	Estate Grown	90	40	California	Pinot Noir	Chamisal Vineyards	
643	France	Prieuré de Cénac	90	25	Southwest France	Malbec	Château Saint-Didier-Parnac	
644	Portugal	Contraste Branco	90	19	Douro	Portuguese White	Conceito Vinhos	
645	US	Estate	90	18	Oregon	Gewürztraminer	David Hill	
646	US	Cuvée Luke Saralee's Vineyard	90	30	California	Rhône-style White Blend	Davis Family	
647	France	La Croix d'Argon	90	13	Southwest France	Red Blend	Domaine d'Arton	
648	France	Vaillons Premier Cru	90	45	Burgundy	Chardonnay	Domaine Gérard Duplessis	
649	Germany	Graacher Himmelreich Spätlese	90	30	Mosel	Riesling	Dr. Heidemanns-Bergweiler	
650	US	Laki's Vineyard Estate	90	111	California	Cabernet Sauvignon	Eleven Eleven	
651	Italy	Bricco dei Merli	90	35	Piedmont	Barbera	Elvio Cogno	
652	US	Estate	90	32	Oregon	Tempranillo	Folin Cellars	
653	Italy	Marasco	90	88	Piedmont	Nebbiolo	Franco M. Martinetti	
654	US	Backbone	90	57	Oregon	Pinot Noir	King Estate	
655	US	Campbell McKinney Vineyard	90	34	California	Grenache	Kobler	
656	US	Truffle Hill	90	24	Oregon	Chardonnay	Left Coast Cellars	
657	Italy	Fraschin	90	45	Piedmont	Nebbiolo	Manzone Fratelli	
658	Italy	Pressenda	90	74	Piedmont	Nebbiolo	Marziano Abbona	
659	Italy	Roche d'Ampsej	90		Piedmont	Nebbiolo	Matteo Correggia	
660	Australia	Applejack Vineyard	88	42	Victoria	Pinot Noir	Giant Steps	
661	France		88	27	Loire Valley	Sauvignon Blanc	Domaine Gérard Fiou	
662	Argentina	Grande Reserve	88	25	Mendoza Province	Malbec	Domaine Jean Bousquet	
663	France	Le Pierrier	88	35	Loire Valley	Sauvignon Blanc	Domaine Thomas & Fils	
664	US	The Mariner	88	45	California	Meritage	Dry Creek Vineyard	
665	US		88	30	California	Grenache	Epiphany	
666	France		88	26	Bordeaux	Bordeaux-style Red Blend	Etienne de Tauriac	
667	US		88	39	California	Chardonnay	Fog Crest	
668	France	Cuvée Silice	88	25	Loire Valley	Sauvignon Blanc	Francis Blanchet	
669	Italy	Mondoca di Bussia	88	80	Piedmont	Nebbiolo	Germano Angelo	
670	US		88	55	California	Pinot Noir	Goldeneye	
671	US	Estate Vineyard	88	22	California	Gewürztraminer	Gundlach Bundschu	
672	France	Cuvée C.M.	88	28	Loire Valley	Sauvignon Blanc	Jean-Max Roger	
673	US	Estate	88	25	California	Pinot Noir	Laetitia	
674	US	Diversité	88	48	Oregon	Pinot Noir	Le Cadeau	
675	US	Estate	88	19	California	Viognier	Lucas & Lewellen	
676	Croatia	Riserva R5	88	19	North Dalmatia	White Blend	Bibich	
